Timestamp;Frame;Sts;Lat;Lon;Altitude;Pressure;Temperature;Acceleration X;Acceleration Y;Acceleration Z; Annex 0;Annex 1;
[17:34:12.646] ;72 71 3c 00 87 8d c2 19 bd e2 f8 ff b3 01 37 10 f3 ff fd 07 b0 01 e9 ff 00 00 48;72;432180615;-466243;435;3961202;4151;-13;2045;432;-23;0
[17:34:13.157] ;be 70 3c 00 86 8d c2 19 bc e2 f8 ff b3 01 37 10 f1 ff ff 07 b5 01 e9 ff 00 00 48;72;432180614;-466244;435;3961022;4151;-15;2047;437;-23;0
[17:34:13.664] ;8e 71 3c 00 84 8d c2 19 bb e2 f8 ff b3 01 37 10 f3 ff fd 07 b2 01 e9 ff 00 00 48;72;432180612;-466245;435;3961230;4151;-13;2045;434;-23;0
[17:34:14.176] ;3a 71 3c 00 82 8d c2 19 bb e2 f8 ff b3 01 37 10 f6 ff fb 07 ab 01 e9 ff 00 00 48;72;432180610;-466245;435;3961146;4151;-10;2043;427;-23;0
[17:34:14.685] ;85 71 3c 00 82 8d c2 19 b9 e2 f8 ff b3 01 37 10 f9 ff fb 07 ac 01 e9 ff 00 00 48;72;432180610;-466247;435;3961221;4151;-7;2043;428;-23;0
[17:34:15.195] ;28 71 3c 00 81 8d c2 19 ba e2 f8 ff b3 01 37 10 f3 ff fd 07 b4 01 ea ff 00 00 48;72;432180609;-466246;435;3961128;4151;-13;2045;436;-22;0
[17:34:15.703] ;b5 70 3c 00 81 8d c2 19 b7 e2 f8 ff b3 01 37 10 f6 ff ff 07 a9 01 ea ff 00 00 48;72;432180609;-466249;435;3961013;4151;-10;2047;425;-22;0
[17:34:16.213] ;fb 70 3c 00 80 8d c2 19 b5 e2 f8 ff b3 01 38 10 f4 ff f7 07 b1 01 e9 ff 00 00 48;72;432180608;-466251;435;3961083;4152;-12;2039;433;-23;0
[17:34:16.726] ;c9 70 3c 00 7f 8d c2 19 b4 e2 f8 ff b3 01 39 10 f7 ff fa 07 a8 01 e9 ff 00 00 48;72;432180607;-466252;435;3961033;4153;-9;2042;424;-23;0
[17:34:17.233] ;a7 70 3c 00 7a 8d c2 19 b2 e2 f8 ff b3 01 37 10 f3 ff fd 07 ae 01 e9 ff 00 00 48;72;432180602;-466254;435;3960999;4151;-13;2045;430;-23;0
[17:34:17.740] ;f0 70 3c 00 79 8d c2 19 b1 e2 f8 ff b3 01 37 10 f3 ff fc 07 af 01 e9 ff 00 00 48;72;432180601;-466255;435;3961072;4151;-13;2044;431;-23;0
[17:34:18.247] ;7c 70 3c 00 75 8d c2 19 af e2 f8 ff b3 01 37 10 f1 ff f7 07 a9 01 e9 ff 00 00 48;72;432180597;-466257;435;3960956;4151;-15;2039;425;-23;0
[17:34:18.756] ;d5 70 3c 00 72 8d c2 19 ad e2 f8 ff b3 01 35 10 fd ff fd 07 b2 01 e9 ff 00 00 48;72;432180594;-466259;435;3961045;4149;-3;2045;434;-23;0
